tdate,symbol,open,high,low,close,volume
20090807,SPI,8.5,8.59,8.42,8.44,19500
20090810,SPI,8.42,8.42,8.37,8.39,3000
20090811,SPI,8.37,8.38,8.11,8.34,27290
20090812,SPI,8.41,8.4207,8.41,8.42,5500
20090813,SPI,8.41,8.43,8.41,8.41,34300
20090817,SPI,8.3,8.3,8.25,8.25,8000
20090818,SPI,8.26,8.3008,8.26,8.3,19000
20090819,SPI,8.29,8.366,8.29,8.35,14900
20090820,SPI,8.39,8.41,8.39,8.41,2500
20090821,SPI,8.53,8.55,8.53,8.55,9550
20090824,SPI,8.54,8.62,8.54,8.54,83265
20090825,SPI,8.58,8.66,8.58,8.58,9600
20090826,SPI,8.56,8.61,8.56,8.61,5100
20090827,SPI,8.56,8.56,8.56,8.56,2500
20090828,SPI,8.56,8.56,8.56,8.56,2400
20090831,SPI,8.5,8.5012,8.5,8.5,10800
20090901,SPI,8.5301,8.55,8.37,8.37,7080
20090902,SPI,8.34,8.38,8.34,8.38,20000
20090903,SPI,8.3415,8.4,8.34,8.4,7150
20090904,SPI,8.57,8.6,8.45,8.48,4200
20090908,SPI,8.5522,8.63,8.55,8.57,34720
20090909,SPI,8.59,8.63,8.59,8.63,71300
20090910,SPI,8.63,8.68,8.63,8.68,8955
20090911,SPI,8.65,8.74,8.65,8.7,114794
20090914,SPI,8.71,8.74,8.69,8.73,39800
20090915,SPI,8.75,8.782,8.75,8.77,37700
20090916,SPI,8.8,8.88,8.8,8.87,30700
20090917,SPI,8.8,8.91,8.8,8.88,22900
20090918,SPI,8.87,8.89,8.87,8.89,38375
20090921,SPI,8.75,8.86,8.4,8.86,45040
20090922,SPI,8.86,8.91,8.86,8.9,86900
20090923,SPI,8.89,8.95,8.89,8.9,47550
20090924,SPI,8.8,8.8,8.77,8.78,17350
20090925,SPI,8.63,8.77,8.63,8.73,11750
20090928,SPI,8.8,8.87,8.8,8.87,12100
20090929,SPI,8.86,8.86,8.83,8.85,94400
20090930,SPI,8.79,8.93,8.79,8.83,180000
20091001,SPI,8.76,8.77,8.67,8.67,14340
20091002,SPI,8.6,8.63,8.59,8.61,14840
20091005,SPI,8.67,8.75,8.67,8.72,53000
20091006,SPI,8.75,8.82,8.75,8.82,14000
20091007,SPI,8.82,8.82,8.66,8.8,19397
20091008,SPI,8.85,8.93,8.85,8.89,24500
20091009,SPI,8.91,8.96,8.91,8.96,8400
20091012,SPI,8.99,9,8.95,8.95,67150
20091013,SPI,8.95,8.95,8.95,8.95,1400
20091014,SPI,9.03,9.08,9.03,9.08,17800
20091015,SPI,9.06,9.0801,9.06,9.08,21400
20091016,SPI,9,9.06,9,9.05,8800
20091019,SPI,9.1,9.19,9.1,9.12,6300
20091020,SPI,9.33,9.33,9.06,9.06,25000
20091021,SPI,9.13,9.13,9.11,9.11,4500
20091022,SPI,8.97,9.1,8.97,9.09,33250
20091023,SPI,9.05,9.11,9.03,9.03,16000
20091026,SPI,9.03,9.03,8.95,8.95,2600
20091027,SPI,8.9,8.95,8.9,8.91,65775
20091028,SPI,8.84,8.84,8.84,8.84,500
20091029,SPI,8.87,8.91,8.87,8.91,5500
20091102,SPI,8.775,8.775,8.72,8.72,450
20091104,SPI,8.81,8.89,8.81,8.88,9300
20091105,SPI,8.87,8.94,8.87,8.94,3200
20091106,SPI,8.83,9,8.83,8.95,9135
20091109,SPI,9,9.22,9,9.22,13539
20091111,SPI,9.16,9.24,9.14,9.24,3400
20091112,SPI,9.11,9.24,9.09,9.24,16800
20091113,SPI,9.2,9.2,9.12,9.12,46000
20091116,SPI,9.2,9.33,9.2,9.33,2315
